start_date,strt_statn,gender,start_station_name,start_stn_municipality
10/21/2012 5:03,55,Male,Boylston / Mass Ave,Boston
10/21/2012 5:06,100,,Dudley Square,Boston
10/21/2012 5:04,22,Male,South Station - 700 Atlantic Ave.,Boston
10/21/2012 5:07,100,,Dudley Square,Boston
10/21/2012 5:09,133,Male,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge
10/21/2012 5:21,113,Male,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 5:32,27,Male,Roxbury Crossing Station,Boston
10/21/2012 5:45,77,Male,Somerville City Hall,Somerville
10/21/2012 6:06,33,Male,Kenmore Sq / Comm Ave,Boston
10/21/2012 6:35,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 6:45,30,Male,Brigham Cir / Huntington Ave,Boston
10/21/2012 6:49,45,Male,Yawkey Way at Boylston St.,Boston
10/21/2012 6:59,67,Male,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 7:02,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 7:03,67,Male,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 7:11,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 7:11,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 7:18,91,,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 7:17,53,Male,Beacon St / Mass Ave,Boston
10/21/2012 7:19,91,,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 7:20,91,,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 7:20,91,,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 7:26,39,,Washington St. at Rutland St.,Boston
10/21/2012 7:28,75,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 7:36,6,Male,Cambridge St. at Joy St.,Boston
10/21/2012 7:41,47,Female,Cross St. at Hanover St.,Boston
10/21/2012 7:43,21,Male,Prudential Center / Belvidere,Boston
10/21/2012 7:45,54,,Tremont St / West St,Boston
10/21/2012 7:48,15,,Harvard Real Estate - Brighton Mills - 370 Western Ave,Boston
10/21/2012 7:48,102,Male,Boston Medical Center -  East Concord at Harrison Ave,Boston
10/21/2012 7:50,72,,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge
10/21/2012 7:50,45,Female,Yawkey Way at Boylston St.,Boston
10/21/2012 7:50,45,Male,Yawkey Way at Boylston St.,Boston
10/21/2012 7:53,20,,Aquarium Station - 200 Atlantic Ave.,Boston
10/21/2012 7:53,20,,Aquarium Station - 200 Atlantic Ave.,Boston
10/21/2012 7:53,4,,Tremont St. at Berkeley St.,Boston
10/21/2012 7:53,19,Female,Buswell Park,Boston
10/21/2012 7:57,59,Male,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston
10/21/2012 7:59,141,Male,Powder House Circle,Somerville
10/21/2012 8:01,59,,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston
10/21/2012 8:02,41,Female,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 8:03,33,,Kenmore Sq / Comm Ave,Boston
10/21/2012 8:03,68,,Central Square at Mass Ave / Essex St,Cambridge
10/21/2012 8:04,26,,Washington St. at Waltham St.,Boston
10/21/2012 8:05,25,,Tremont St / W Newton St,Boston
10/21/2012 8:06,25,Male,Tremont St / W Newton St,Boston
10/21/2012 8:07,110,Male,New Balance - Guest St. at Life St.,Boston
10/21/2012 8:07,75,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 8:08,62,Male,Longwood Ave/Riverway,Boston
10/21/2012 8:09,79,Female,Beacon St at Washington / Kirkland,Somerville
10/21/2012 8:11,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 8:11,21,,Prudential Center / Belvidere,Boston
10/21/2012 8:14,76,Female,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge
10/21/2012 8:16,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 8:17,58,Male,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 8:19,113,Female,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 8:21,33,,Kenmore Sq / Comm Ave,Boston
10/21/2012 8:23,102,Female,Boston Medical Center -  East Concord at Harrison Ave,Boston
10/21/2012 8:24,87,Male,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge
10/21/2012 8:25,30,,Brigham Cir / Huntington Ave,Boston
10/21/2012 8:26,33,Female,Kenmore Sq / Comm Ave,Boston
10/21/2012 8:27,4,Female,Tremont St. at Berkeley St.,Boston
10/21/2012 8:28,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 8:29,102,,Boston Medical Center -  East Concord at Harrison Ave,Boston
10/21/2012 8:29,102,,Boston Medical Center -  East Concord at Harrison Ave,Boston
10/21/2012 8:32,19,,Buswell Park,Boston
10/21/2012 8:35,70,,Harvard Kennedy School at Bennett St / Eliot St,Cambridge
10/21/2012 8:38,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 8:38,39,,Washington St. at Rutland St.,Boston
10/21/2012 8:41,129,,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge
10/21/2012 8:41,19,Male,Buswell Park,Boston
10/21/2012 8:43,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 8:44,44,,Faneuil Hall - Union St. at North St.,Boston
10/21/2012 8:43,91,Female,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 8:45,30,Female,Brigham Cir / Huntington Ave,Boston
10/21/2012 8:46,4,Male,Tremont St. at Berkeley St.,Boston
10/21/2012 8:48,29,,Innovation Lab - 125 Western Ave. at Batten Way,Boston
10/21/2012 8:47,39,Female,Washington St. at Rutland St.,Boston
10/21/2012 8:47,126,Female,Washington Square at Washington St. / Beacon St.,Brookline
10/21/2012 8:48,5,Male,Northeastern U / North Parking Lot,Boston
10/21/2012 8:48,32,Female,Landmark Centre,Boston
10/21/2012 8:49,53,Female,Beacon St / Mass Ave,Boston
10/21/2012 8:51,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 8:49,103,Male,Boylston at Fairfield,Boston
10/21/2012 8:50,39,Male,Washington St. at Rutland St.,Boston
10/21/2012 8:50,48,Female,Post Office Square,Boston
10/21/2012 8:51,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 8:50,79,Male,Beacon St at Washington / Kirkland,Somerville
10/21/2012 8:51,76,Female,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge
10/21/2012 8:52,83,Female,South Bay Plaza,Boston
10/21/2012 8:55,57,Female,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 8:56,49,,Stuart St. at Charles St.,Boston
10/21/2012 8:55,57,Male,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 8:56,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 8:57,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 8:58,49,,Stuart St. at Charles St.,Boston
10/21/2012 8:59,19,,Buswell Park,Boston
10/21/2012 8:59,19,Female,Buswell Park,Boston
10/21/2012 9:00,39,,Washington St. at Rutland St.,Boston
10/21/2012 9:00,39,,Washington St. at Rutland St.,Boston
10/21/2012 9:00,36,Female,Boston Public Library - 700 Boylston St.,Boston
10/21/2012 9:01,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 9:00,113,Female,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 9:01,3,Male,Colleges of the Fenway,Boston
10/21/2012 9:03,62,,Longwood Ave/Riverway,Boston
10/21/2012 9:03,5,Male,Northeastern U / North Parking Lot,Boston
10/21/2012 9:03,3,,Colleges of the Fenway,Boston
10/21/2012 9:03,88,Male,Inman Square at Vellucci Plaza / Hampshire St,Cambridge
10/21/2012 9:05,4,,Tremont St. at Berkeley St.,Boston
10/21/2012 9:05,126,Male,Washington Square at Washington St. / Beacon St.,Brookline
10/21/2012 9:06,4,,Tremont St. at Berkeley St.,Boston
10/21/2012 9:06,4,,Tremont St. at Berkeley St.,Boston
10/21/2012 9:08,139,,Davis Square,Somerville
10/21/2012 9:08,113,Female,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 9:09,45,Male,Yawkey Way at Boylston St.,Boston
10/21/2012 9:12,42,,Boylston St. at Arlington St.,Boston
10/21/2012 9:12,42,,Boylston St. at Arlington St.,Boston
10/21/2012 9:12,29,,Innovation Lab - 125 Western Ave. at Batten Way,Boston
10/21/2012 9:12,58,Male,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 9:13,65,Female,Boston Convention & Exhibition Center,Boston
10/21/2012 9:13,79,Male,Beacon St at Washington / Kirkland,Somerville
10/21/2012 9:15,89,Female,Harvard Law School at Mass Ave / Jarvis St,Cambridge
10/21/2012 9:17,76,Male,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge
10/21/2012 9:18,75,Female,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 9:18,16,Female,Back Bay / South End Station,Boston
10/21/2012 9:19,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 9:23,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 9:23,40,Male,Lewis Wharf - Atlantic Ave.,Boston
10/21/2012 9:23,49,Female,Stuart St. at Charles St.,Boston
10/21/2012 9:24,54,Male,Tremont St / West St,Boston
10/21/2012 9:24,91,Female,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 9:25,45,,Yawkey Way at Boylston St.,Boston
10/21/2012 9:26,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:27,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:26,94,Female,Charlestown - Main St at Austin St,Boston
10/21/2012 9:26,94,Male,Charlestown - Main St at Austin St,Boston
10/21/2012 9:27,53,Male,Beacon St / Mass Ave,Boston
10/21/2012 9:28,46,,Christian Science Plaza,Boston
10/21/2012 9:28,39,Male,Washington St. at Rutland St.,Boston
10/21/2012 9:28,113,Female,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 9:29,29,,Innovation Lab - 125 Western Ave. at Batten Way,Boston
10/21/2012 9:31,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 9:29,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 9:30,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 9:31,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 9:30,39,,Washington St. at Rutland St.,Boston
10/21/2012 9:29,86,Female,Brookline Village - Station Street @ MBTA,Brookline
10/21/2012 9:31,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 9:31,46,,Christian Science Plaza,Boston
10/21/2012 9:31,58,Female,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 9:32,34,Female,Overland St at Brookline Ave,Boston
10/21/2012 9:32,29,,Innovation Lab - 125 Western Ave. at Batten Way,Boston
10/21/2012 9:33,26,,Washington St. at Waltham St.,Boston
10/21/2012 9:34,111,,TD Garden - Causeway at Portal Park #2,Boston
10/21/2012 9:35,126,,Washington Square at Washington St. / Beacon St.,Brookline
10/21/2012 9:36,67,Male,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:37,45,Male,Yawkey Way at Boylston St.,Boston
10/21/2012 9:38,70,Female,Harvard Kennedy School at Bennett St / Eliot St,Cambridge
10/21/2012 9:38,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:38,41,,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 9:38,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:38,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:40,68,Male,Central Square at Mass Ave / Essex St,Cambridge
10/21/2012 9:40,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:42,41,Female,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 9:46,99,,Mayor Thomas M. Menino - Government Center,Boston
10/21/2012 9:47,99,,Mayor Thomas M. Menino - Government Center,Boston
10/21/2012 9:45,12,,Ruggles Station / Columbus Ave.,Boston
10/21/2012 9:45,55,Male,Boylston / Mass Ave,Boston
10/21/2012 9:48,75,,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 9:46,67,Female,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 9:48,75,,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 9:47,32,Female,Landmark Centre,Boston
10/21/2012 9:47,54,Female,Tremont St / West St,Boston
10/21/2012 9:47,41,Female,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 9:47,90,Male,Lechmere Station at Cambridge St / First St,Cambridge
10/21/2012 9:47,51,Male,Washington St. at Lenox St.,Boston
10/21/2012 9:47,4,Male,Tremont St. at Berkeley St.,Boston
10/21/2012 9:49,112,,Franklin St. / Arch St.,Boston
10/21/2012 9:48,86,Male,Brookline Village - Station Street @ MBTA,Brookline
10/21/2012 9:51,99,,Mayor Thomas M. Menino - Government Center,Boston
10/21/2012 9:49,112,,Franklin St. / Arch St.,Boston
10/21/2012 9:49,86,Female,Brookline Village - Station Street @ MBTA,Brookline
10/21/2012 9:49,65,Female,Boston Convention & Exhibition Center,Boston
10/21/2012 9:49,65,Male,Boston Convention & Exhibition Center,Boston
10/21/2012 9:51,103,Male,Boylston at Fairfield,Boston
10/21/2012 9:52,33,Male,Kenmore Sq / Comm Ave,Boston
10/21/2012 9:52,99,Female,Mayor Thomas M. Menino - Government Center,Boston
10/21/2012 9:52,30,Female,Brigham Cir / Huntington Ave,Boston
10/21/2012 9:53,30,,Brigham Cir / Huntington Ave,Boston
10/21/2012 9:52,87,Female,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Cambridge
10/21/2012 9:55,129,,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge
10/21/2012 9:53,10,,B.U. Central - 725 Comm. Ave.,Boston
10/21/2012 9:54,46,Male,Christian Science Plaza,Boston
10/21/2012 9:55,25,,Tremont St / W Newton St,Boston
10/21/2012 9:54,26,Male,Washington St. at Waltham St.,Boston
10/21/2012 9:54,39,Male,Washington St. at Rutland St.,Boston
10/21/2012 9:55,52,Male,Newbury St / Hereford St,Boston
10/21/2012 9:55,25,Male,Tremont St / W Newton St,Boston
10/21/2012 9:56,27,Male,Roxbury Crossing Station,Boston
10/21/2012 9:57,26,,Washington St. at Waltham St.,Boston
10/21/2012 9:59,4,Female,Tremont St. at Berkeley St.,Boston
10/21/2012 9:59,58,Female,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 10:00,129,,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge
10/21/2012 10:00,65,,Boston Convention & Exhibition Center,Boston
10/21/2012 10:00,100,Female,Dudley Square,Boston
10/21/2012 10:01,65,,Boston Convention & Exhibition Center,Boston
10/21/2012 10:01,103,Male,Boylston at Fairfield,Boston
10/21/2012 10:02,95,Male,Cambridge St - at Columbia St / Webster Ave,Cambridge
10/21/2012 10:02,57,Male,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 10:03,58,Male,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 10:05,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:05,71,Male,Conway Park - Somerville Avenue,Somerville
10/21/2012 10:06,34,Female,Overland St at Brookline Ave,Boston
10/21/2012 10:07,21,Female,Prudential Center / Belvidere,Boston
10/21/2012 10:07,58,Male,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 10:08,96,,Cambridge Main Library at Broadway / Trowbridge St,Cambridge
10/21/2012 10:09,78,,Union Square - Somerville,Somerville
10/21/2012 10:09,88,Male,Inman Square at Vellucci Plaza / Hampshire St,Cambridge
10/21/2012 10:09,113,Female,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:12,17,,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston
10/21/2012 10:12,17,,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston
10/21/2012 10:10,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:10,68,Male,Central Square at Mass Ave / Essex St,Cambridge
10/21/2012 10:11,45,,Yawkey Way at Boylston St.,Boston
10/21/2012 10:11,78,,Union Square - Somerville,Somerville
10/21/2012 10:12,45,,Yawkey Way at Boylston St.,Boston
10/21/2012 10:15,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:13,57,,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 10:15,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:13,57,,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 10:13,17,,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston
10/21/2012 10:13,89,,Harvard Law School at Mass Ave / Jarvis St,Cambridge
10/21/2012 10:14,57,,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 10:14,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:14,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:14,17,Male,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston
10/21/2012 10:17,9,,Agganis Arena - 925 Comm Ave.,Boston
10/21/2012 10:15,40,Female,Lewis Wharf - Atlantic Ave.,Boston
10/21/2012 10:18,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:18,18,,Harvard Real Estate - 219 Western Ave. at North Harvard St.,Boston
10/21/2012 10:19,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:18,18,,Harvard Real Estate - 219 Western Ave. at North Harvard St.,Boston
10/21/2012 10:18,103,,Boylston at Fairfield,Boston
10/21/2012 10:18,16,,Back Bay / South End Station,Boston
10/21/2012 10:19,42,,Boylston St. at Arlington St.,Boston
10/21/2012 10:18,115,Male,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston
10/21/2012 10:19,42,,Boylston St. at Arlington St.,Boston
10/21/2012 10:18,52,Female,Newbury St / Hereford St,Boston
10/21/2012 10:19,65,,Boston Convention & Exhibition Center,Boston
10/21/2012 10:20,53,,Beacon St / Mass Ave,Boston
10/21/2012 10:19,47,Female,Cross St. at Hanover St.,Boston
10/21/2012 10:19,57,Female,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 10:20,138,Female,Wilson Square,Somerville
10/21/2012 10:21,46,,Christian Science Plaza,Boston
10/21/2012 10:23,10,,B.U. Central - 725 Comm. Ave.,Boston
10/21/2012 10:22,43,Female,Rowes Wharf - Atlantic Ave,Boston
10/21/2012 10:23,72,,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge
10/21/2012 10:22,64,Male,Congress / Sleeper,Boston
10/21/2012 10:23,10,,B.U. Central - 725 Comm. Ave.,Boston
10/21/2012 10:22,14,Female,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Boston
10/21/2012 10:22,53,Male,Beacon St / Mass Ave,Boston
10/21/2012 10:24,81,Female,Boylston St / Washington St,Boston
10/21/2012 10:25,42,,Boylston St. at Arlington St.,Boston
10/21/2012 10:24,21,Female,Prudential Center / Belvidere,Boston
10/21/2012 10:25,42,,Boylston St. at Arlington St.,Boston
10/21/2012 10:25,129,Female,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge
10/21/2012 10:25,54,Female,Tremont St / West St,Boston
10/21/2012 10:25,129,Female,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge
10/21/2012 10:26,54,,Tremont St / West St,Boston
10/21/2012 10:28,33,,Kenmore Sq / Comm Ave,Boston
10/21/2012 10:27,54,Male,Tremont St / West St,Boston
10/21/2012 10:28,139,,Davis Square,Somerville
10/21/2012 10:28,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 10:28,30,Male,Brigham Cir / Huntington Ave,Boston
10/21/2012 10:28,19,Male,Buswell Park,Boston
10/21/2012 10:29,18,,Harvard Real Estate - 219 Western Ave. at North Harvard St.,Boston
10/21/2012 10:29,126,Female,Washington Square at Washington St. / Beacon St.,Brookline
10/21/2012 10:29,113,Female,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:30,63,Male,Dorchester Ave. at Gillette Park,Boston
10/21/2012 10:31,68,Female,Central Square at Mass Ave / Essex St,Cambridge
10/21/2012 10:32,9,,Agganis Arena - 925 Comm Ave.,Boston
10/21/2012 10:34,41,,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 10:34,41,,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 10:33,16,Female,Back Bay / South End Station,Boston
10/21/2012 10:33,32,Male,Landmark Centre,Boston
10/21/2012 10:35,72,,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge
10/21/2012 10:34,53,Female,Beacon St / Mass Ave,Boston
10/21/2012 10:34,16,,Back Bay / South End Station,Boston
10/21/2012 10:36,65,,Boston Convention & Exhibition Center,Boston
10/21/2012 10:36,50,Female,Boylston St / Berkeley St,Boston
10/21/2012 10:37,67,,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 10:37,22,Female,South Station - 700 Atlantic Ave.,Boston
10/21/2012 10:37,67,Female,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 10:38,41,Male,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 10:39,115,,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston
10/21/2012 10:39,96,Male,Cambridge Main Library at Broadway / Trowbridge St,Cambridge
10/21/2012 10:39,36,Male,Boston Public Library - 700 Boylston St.,Boston
10/21/2012 10:39,41,Female,Packard's Corner - Comm. Ave. at Brighton Ave.,Boston
10/21/2012 10:41,21,,Prudential Center / Belvidere,Boston
10/21/2012 10:41,75,,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 10:42,93,,JFK / UMASS Station,Boston
10/21/2012 10:43,47,,Cross St. at Hanover St.,Boston
10/21/2012 10:43,25,Male,Tremont St / W Newton St,Boston
10/21/2012 10:43,46,Female,Christian Science Plaza,Boston
10/21/2012 10:44,95,,Cambridge St - at Columbia St / Webster Ave,Cambridge
10/21/2012 10:44,84,,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge
10/21/2012 10:44,4,,Tremont St. at Berkeley St.,Boston
10/21/2012 10:44,18,,Harvard Real Estate - 219 Western Ave. at North Harvard St.,Boston
10/21/2012 10:44,39,Male,Washington St. at Rutland St.,Boston
10/21/2012 10:44,75,Female,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge
10/21/2012 10:48,21,,Prudential Center / Belvidere,Boston
10/21/2012 10:48,50,,Boylston St / Berkeley St,Boston
10/21/2012 10:48,113,Male,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:49,131,,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge
10/21/2012 10:48,46,Male,Christian Science Plaza,Boston
10/21/2012 10:49,57,,Columbus Ave. at Mass. Ave.,Boston
10/21/2012 10:49,4,Female,Tremont St. at Berkeley St.,Boston
10/21/2012 10:50,39,,Washington St. at Rutland St.,Boston
10/21/2012 10:50,112,,Franklin St. / Arch St.,Boston
10/21/2012 10:50,112,,Franklin St. / Arch St.,Boston
10/21/2012 10:51,70,,Harvard Kennedy School at Bennett St / Eliot St,Cambridge
10/21/2012 10:50,103,Female,Boylston at Fairfield,Boston
10/21/2012 10:50,11,Male,Longwood Ave / Binney St,Boston
10/21/2012 10:52,70,,Harvard Kennedy School at Bennett St / Eliot St,Cambridge
10/21/2012 10:51,33,Male,Kenmore Sq / Comm Ave,Boston
10/21/2012 10:53,113,Male,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:54,84,,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge
10/21/2012 10:54,39,,Washington St. at Rutland St.,Boston
10/21/2012 10:54,91,Male,One Kendall Square at Hampshire St / Portland St,Cambridge
10/21/2012 10:54,26,Female,Washington St. at Waltham St.,Boston
10/21/2012 10:56,21,,Prudential Center / Belvidere,Boston
10/21/2012 10:55,48,,Post Office Square,Boston
10/21/2012 10:55,46,Male,Christian Science Plaza,Boston
10/21/2012 10:55,9,Male,Agganis Arena - 925 Comm Ave.,Boston
10/21/2012 10:55,102,Male,Boston Medical Center -  East Concord at Harrison Ave,Boston
10/21/2012 10:55,19,Male,Buswell Park,Boston
10/21/2012 10:55,17,Female,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston
10/21/2012 10:55,113,Male,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:56,102,Male,Boston Medical Center -  East Concord at Harrison Ave,Boston
10/21/2012 10:57,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:57,90,,Lechmere Station at Cambridge St / First St,Cambridge
10/21/2012 10:57,113,,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 10:57,49,,Stuart St. at Charles St.,Boston
10/21/2012 10:57,90,,Lechmere Station at Cambridge St / First St,Cambridge
10/21/2012 10:57,129,Male,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge
10/21/2012 10:57,9,Male,Agganis Arena - 925 Comm Ave.,Boston
10/21/2012 10:58,67,Male,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 10:58,67,Male,MIT at Mass Ave / Amherst St,Cambridge
10/21/2012 10:59,43,Male,Rowes Wharf - Atlantic Ave,Boston
10/21/2012 11:00,21,Male,Prudential Center / Belvidere,Boston
10/21/2012 11:00,43,Male,Rowes Wharf - Atlantic Ave,Boston
10/21/2012 11:00,113,Male,Charles Circle - Charles St. at Cambridge St.,Boston
10/21/2012 11:01,33,Male,Kenmore Sq / Comm Ave,Boston
10/21/2012 11:01,69,,Coolidge Corner - Beacon St @ Centre St,Brookline
10/21/2012 11:02,54,,Tremont St / West St,Boston
10/21/2012 11:02,72,Male,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge
10/21/2012 11:02,26,Male,Washington St. at Waltham St.,Boston
10/21/2012 11:02,50,Female,Boylston St / Berkeley St,Boston
10/21/2012 11:03,40,Female,Lewis Wharf - Atlantic Ave.,Boston
10/21/2012 11:05,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 11:04,89,Male,Harvard Law School at Mass Ave / Jarvis St,Cambridge
10/21/2012 11:05,72,,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge
10/21/2012 11:04,55,Female,Boylston / Mass Ave,Boston
10/21/2012 11:04,54,Male,Tremont St / West St,Boston
10/21/2012 11:06,72,,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge
10/21/2012 11:04,50,Male,Boylston St / Berkeley St,Boston
10/21/2012 11:06,77,,Somerville City Hall,Somerville
10/21/2012 11:06,77,Male,Somerville City Hall,Somerville
10/21/2012 11:06,95,Male,Cambridge St - at Columbia St / Webster Ave,Cambridge
10/21/2012 11:06,95,Female,Cambridge St - at Columbia St / Webster Ave,Cambridge
10/21/2012 11:08,58,,The Esplanade - Beacon St. at Arlington St.,Boston
10/21/2012 11:07,30,Male,Brigham Cir / Huntington Ave,Boston
10/21/2012 11:07,88,Male,Inman Square at Vellucci Plaza / Hampshire St,Cambridge
10/21/2012 11:08,52,,Newbury St / Hereford St,Boston
10/21/2012 11:08,19,,Buswell Park,Boston
10/21/2012 11:10,140,,Ball Square,Somerville
10/21/2012 11:08,22,Female,South Station - 700 Atlantic Ave.,Boston
10/21/2012 11:09,19,,Buswell Park,Boston
10/21/2012 11:08,55,Male,Boylston / Mass Ave,Boston
