start_date,end_statn,gender,start_station_name,end_station_name,start_stn_municipality,end_stn_municipality
July-13,74,,MIT Stata Center at Vassar St / Main St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,21,Female,Boston Medical Center -  East Concord at Harrison Ave,Prudential Center / Belvidere,Boston,Boston
July-13,103,Male,Tremont St. at Berkeley St.,Boylston at Fairfield,Boston,Boston
July-13,54,Male,Kendall T at Main St,Tremont St / West St,Cambridge,Boston
July-13,21,Male,Boston Medical Center -  East Concord at Harrison Ave,Prudential Center / Belvidere,Boston,Boston
July-13,55,,Washington St. at Rutland St.,Boylston / Mass Ave,Boston,Boston
July-13,39,Female,Back Bay / South End Station,Washington St. at Rutland St.,Boston,Boston
July-13,62,Male,Landmark Centre,Longwood Ave/Riverway,Boston,Boston
July-13,36,,Cross St. at Hanover St.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,12,,Ruggles Station / Columbus Ave.,Ruggles Station / Columbus Ave.,Boston,Boston
July-13,74,,Cambridge Main Library at Broadway / Trowbridge St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,20,Male,Boston Convention & Exhibition Center,Aquarium Station - 200 Atlantic Ave.,Boston,Boston
July-13,36,,Cross St. at Hanover St.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,55,,Washington St. at Rutland St.,Boylston / Mass Ave,Boston,Boston
July-13,111,Female,MIT Stata Center at Vassar St / Main St,TD Garden - Causeway at Portal Park #2,Cambridge,Boston
July-13,139,Female,Harvard Square at Mass Ave/ Dunster,Davis Square,Cambridge,Somerville
July-13,36,Male,Yawkey Way at Boylston St.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,16,Male,Boston Medical Center -  East Concord at Harrison Ave,Back Bay / South End Station,Boston,Boston
July-13,74,,Cambridge Main Library at Broadway / Trowbridge St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,20,Male,Fan Pier,Aquarium Station - 200 Atlantic Ave.,Boston,Boston
July-13,32,Male,Longwood Ave / Binney St,Landmark Centre,Boston,Boston
July-13,4,Male,Chinatown Gate Plaza - Surface Rd. at Beach St.,Tremont St. at Berkeley St.,Boston,Boston
July-13,114,Female,Aquarium Station - 200 Atlantic Ave.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,50,Male,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boylston St / Berkeley St,Boston,Boston
July-13,16,Female,Tremont St / W Newton St,Back Bay / South End Station,Boston,Boston
July-13,96,Male,Beacon St / Mass Ave,Cambridge Main Library at Broadway / Trowbridge St,Boston,Cambridge
July-13,25,Female,Prudential Center / Belvidere,Tremont St / W Newton St,Boston,Boston
July-13,114,Male,One Broadway / Kendall Sq at Main St / 3rd St,TD Garden - Causeway at Portal Park #1,Cambridge,Boston
July-13,111,Male,Brookline Village - Station Street @ MBTA,TD Garden - Causeway at Portal Park #2,Brookline,Boston
July-13,76,Male,One Broadway / Kendall Sq at Main St / 3rd St,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge,Cambridge
July-13,114,Female,Landmark Centre,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,19,Female,Coolidge Corner - Beacon St @ Centre St,Buswell Park,Brookline,Boston
July-13,91,Male,One Broadway / Kendall Sq at Main St / 3rd St,One Kendall Square at Hampshire St / Portland St,Cambridge,Cambridge
July-13,45,,Boston Medical Center -  East Concord at Harrison Ave,Yawkey Way at Boylston St.,Boston,Boston
July-13,98,Male,Boylston St / Berkeley St,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,29,Male,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Innovation Lab - 125 Western Ave. at Batten Way,Cambridge,Boston
July-13,99,Female,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Mayor Thomas M. Menino - Government Center,Boston,Boston
July-13,45,Male,Coolidge Corner - Beacon St @ Centre St,Yawkey Way at Boylston St.,Brookline,Boston
July-13,55,Female,MIT Stata Center at Vassar St / Main St,Boylston / Mass Ave,Cambridge,Boston
July-13,68,,Union Square - Somerville,Central Square at Mass Ave / Essex St,Somerville,Cambridge
July-13,53,Female,Charles Circle - Charles St. at Cambridge St.,Beacon St / Mass Ave,Boston,Boston
July-13,68,,Union Square - Somerville,Central Square at Mass Ave / Essex St,Somerville,Cambridge
July-13,50,Male,Innovation Lab - 125 Western Ave. at Batten Way,Boylston St / Berkeley St,Boston,Boston
July-13,17,,Longwood Ave/Riverway,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston,Boston
July-13,114,Male,Congress / Sleeper,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,53,Female,Roxbury Crossing Station,Beacon St / Mass Ave,Boston,Boston
July-13,78,Male,Harvard University Gund Hall at Quincy St / Kirkland S,Union Square - Somerville,Cambridge,Somerville
July-13,112,Male,Congress / Sleeper,Franklin St. / Arch St.,Boston,Boston
July-13,137,Female,Harvard Law School at Mass Ave / Jarvis St,Porter Square Station,Cambridge,Cambridge
July-13,98,Male,South Station - 700 Atlantic Ave.,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,114,Male,Fan Pier,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,45,Male,Franklin St. / Arch St.,Yawkey Way at Boylston St.,Boston,Boston
July-13,64,Male,Congress / Sleeper,Congress / Sleeper,Boston,Boston
July-13,78,Female,B.U. Central - 725 Comm. Ave.,Union Square - Somerville,Boston,Somerville
July-13,62,Male,Prudential Center / Belvidere,Longwood Ave/Riverway,Boston,Boston
July-13,114,Male,Seaport Square - Seaport Blvd. at Boston Wharf,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,11,Male,Coolidge Corner - Beacon St @ Centre St,Longwood Ave / Binney St,Brookline,Boston
July-13,36,Male,Washington St. at Rutland St.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,114,Female,Congress / Sleeper,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,22,Female,Aquarium Station - 200 Atlantic Ave.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,53,Male,Boylston St / Washington St,Beacon St / Mass Ave,Boston,Boston
July-13,81,Male,Boylston at Fairfield,Boylston St / Washington St,Boston,Boston
July-13,4,Male,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Tremont St. at Berkeley St.,Cambridge,Boston
July-13,58,Female,Franklin St. / Arch St.,The Esplanade - Beacon St. at Arlington St.,Boston,Boston
July-13,113,Male,Mayor Thomas M. Menino - Government Center,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,47,Male,Congress / Sleeper,Cross St. at Hanover St.,Boston,Boston
July-13,68,Female,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Central Square at Mass Ave / Essex St,Boston,Cambridge
July-13,83,,JFK / UMASS Station,South Bay Plaza,Boston,Boston
July-13,114,Male,South Station - 700 Atlantic Ave.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,53,,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Beacon St / Mass Ave,Cambridge,Boston
July-13,114,Male,Washington St. at Waltham St.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,12,Male,Longwood Ave/Riverway,Ruggles Station / Columbus Ave.,Boston,Boston
July-13,83,,JFK / UMASS Station,South Bay Plaza,Boston,Boston
July-13,22,Male,Lewis Wharf - Atlantic Ave.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,111,Female,One Kendall Square at Hampshire St / Portland St,TD Garden - Causeway at Portal Park #2,Cambridge,Boston
July-13,137,Male,Davis Square,Porter Square Station,Somerville,Cambridge
July-13,131,,B.U. Central - 725 Comm. Ave.,Lower Cambridgeport at Magazine St/Riverside Rd,Boston,Cambridge
July-13,15,,Longwood Ave/Riverway,Harvard Real Estate - Brighton Mills - 370 Western Ave,Boston,Boston
July-13,10,Male,Tremont St / West St,B.U. Central - 725 Comm. Ave.,Boston,Boston
July-13,115,Female,Charlestown - Warren St at Chelsea St,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,Boston
July-13,114,Male,Congress / Sleeper,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,99,Male,Lechmere Station at Cambridge St / First St,Mayor Thomas M. Menino - Government Center,Cambridge,Boston
July-13,40,Male,South Station - 700 Atlantic Ave.,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,111,Male,MIT at Mass Ave / Amherst St,TD Garden - Causeway at Portal Park #2,Cambridge,Boston
July-13,32,Female,Northeastern U / North Parking Lot,Landmark Centre,Boston,Boston
July-13,55,Male,Kendall T at Main St,Boylston / Mass Ave,Cambridge,Boston
July-13,20,,Aquarium Station - 200 Atlantic Ave.,Aquarium Station - 200 Atlantic Ave.,Boston,Boston
July-13,26,Female,Charles Circle - Charles St. at Cambridge St.,Washington St. at Waltham St.,Boston,Boston
July-13,72,Male,South Station - 700 Atlantic Ave.,One Broadway / Kendall Sq at Main St / 3rd St,Boston,Cambridge
July-13,126,,Washington Square at Washington St. / Beacon St.,Washington Square at Washington St. / Beacon St.,Brookline,Brookline
July-13,14,,Boylston / Mass Ave,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Boston,Boston
July-13,76,Female,Boylston St / Berkeley St,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Boston,Cambridge
July-13,75,Female,B.U. Central - 725 Comm. Ave.,Lafayette Square at Mass Ave / Main St / Columbia St,Boston,Cambridge
July-13,111,Female,Boston Public Library - 700 Boylston St.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,111,Male,Boylston St. at Arlington St.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,128,Female,Kendall T at Main St,Kendall T at Main St,Cambridge,Cambridge
July-13,4,,One Broadway / Kendall Sq at Main St / 3rd St,Tremont St. at Berkeley St.,Cambridge,Boston
July-13,111,,South Station - 700 Atlantic Ave.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,39,Male,Tremont St / West St,Washington St. at Rutland St.,Boston,Boston
July-13,86,Male,MIT Stata Center at Vassar St / Main St,Brookline Village - Station Street @ MBTA,Cambridge,Brookline
July-13,16,Male,Prudential Center / Belvidere,Back Bay / South End Station,Boston,Boston
July-13,39,Male,South Station - 700 Atlantic Ave.,Washington St. at Rutland St.,Boston,Boston
July-13,94,Male,Lewis Wharf - Atlantic Ave.,Charlestown - Main St at Austin St,Boston,Boston
July-13,6,Male,Post Office Square,Cambridge St. at Joy St.,Boston,Boston
July-13,39,Female,Longwood Ave / Binney St,Washington St. at Rutland St.,Boston,Boston
July-13,51,Female,South Station - 700 Atlantic Ave.,Washington St. at Lenox St.,Boston,Boston
July-13,128,Male,MIT at Mass Ave / Amherst St,Kendall T at Main St,Cambridge,Cambridge
July-13,75,Female,Charles Circle - Charles St. at Cambridge St.,Lafayette Square at Mass Ave / Main St / Columbia St,Boston,Cambridge
July-13,36,Female,South Station - 700 Atlantic Ave.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,55,Female,MIT at Mass Ave / Amherst St,Boylston / Mass Ave,Cambridge,Boston
July-13,131,Female,Back Bay / South End Station,Lower Cambridgeport at Magazine St/Riverside Rd,Boston,Cambridge
July-13,53,Male,Kendall T at Main St,Beacon St / Mass Ave,Cambridge,Boston
July-13,69,,Aquarium Station - 200 Atlantic Ave.,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,52,Male,MIT at Mass Ave / Amherst St,Newbury St / Hereford St,Cambridge,Boston
July-13,137,Male,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Porter Square Station,Cambridge,Cambridge
July-13,114,Male,MIT Stata Center at Vassar St / Main St,TD Garden - Causeway at Portal Park #1,Cambridge,Boston
July-13,48,,Prudential Center / Belvidere,Post Office Square,Boston,Boston
July-13,130,,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Harvard University Gund Hall at Quincy St / Kirkland S,Cambridge,Cambridge
July-13,45,Female,Boylston St / Berkeley St,Yawkey Way at Boylston St.,Boston,Boston
July-13,40,Male,Boylston St / Berkeley St,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,12,Male,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Ruggles Station / Columbus Ave.,Boston,Boston
July-13,4,Female,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Tremont St. at Berkeley St.,Boston,Boston
July-13,113,Male,Post Office Square,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,58,Male,Christian Science Plaza,The Esplanade - Beacon St. at Arlington St.,Boston,Boston
July-13,24,Female,Franklin St. / Arch St.,Seaport Square - Seaport Blvd. at Boston Wharf,Boston,Boston
July-13,111,Female,South Station - 700 Atlantic Ave.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,138,Male,Lower Cambridgeport at Magazine St/Riverside Rd,Wilson Square,Cambridge,Somerville
July-13,40,Female,South Station - 700 Atlantic Ave.,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,22,Male,TD Garden - Causeway at Portal Park #2,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,67,Male,Yawkey Way at Boylston St.,MIT at Mass Ave / Amherst St,Boston,Cambridge
July-13,16,Female,Boston Medical Center -  East Concord at Harrison Ave,Back Bay / South End Station,Boston,Boston
July-13,7,Female,Fan Pier,Fan Pier,Boston,Boston
July-13,22,Female,Boston Convention & Exhibition Center,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,135,Female,Harvard University Gund Hall at Quincy St / Kirkland S,359 Broadway - Broadway at Fayette Street,Cambridge,Cambridge
July-13,114,Male,Fan Pier,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,43,Male,Boylston at Fairfield,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,78,Male,Wilson Square,Union Square - Somerville,Somerville,Somerville
July-13,80,Male,Kendall T at Main St,MIT Stata Center at Vassar St / Main St,Cambridge,Cambridge
July-13,22,Male,TD Garden - Causeway at Portal Park #1,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,26,Female,Chinatown Gate Plaza - Surface Rd. at Beach St.,Washington St. at Waltham St.,Boston,Boston
July-13,129,,Harvard Square at Brattle St / Eliot St,Harvard University River Houses / Plympton St at Memorial Drive,Cambridge,Cambridge
July-13,111,Female,Fan Pier,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,40,Female,Cambridge St. at Joy St.,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,114,Male,Mayor Thomas M. Menino - Government Center,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,40,Male,Post Office Square,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,33,,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Kenmore Sq / Comm Ave,Cambridge,Boston
July-13,12,Male,Landmark Centre,Ruggles Station / Columbus Ave.,Boston,Boston
July-13,44,,Cambridge St. at Joy St.,Faneuil Hall - Union St. at North St.,Boston,Boston
July-13,29,Female,Colleges of the Fenway,Innovation Lab - 125 Western Ave. at Batten Way,Boston,Boston
July-13,27,Male,University of Massachusetts Boston,Roxbury Crossing Station,Boston,Boston
July-13,6,Female,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Cambridge St. at Joy St.,Boston,Boston
July-13,69,Male,Lewis Wharf - Atlantic Ave.,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,20,Male,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Aquarium Station - 200 Atlantic Ave.,Cambridge,Boston
July-13,66,Female,Longwood Ave / Binney St,Allston Green District - Commonwealth Ave & Griggs St,Boston,Boston
July-13,39,Male,South Station - 700 Atlantic Ave.,Washington St. at Rutland St.,Boston,Boston
July-13,95,Male,Cross St. at Hanover St.,Cambridge St - at Columbia St / Webster Ave,Boston,Cambridge
July-13,113,,TD Garden - Causeway at Portal Park #1,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,22,Male,Lewis Wharf - Atlantic Ave.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,114,,Chinatown Gate Plaza - Surface Rd. at Beach St.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,75,Male,Washington St. at Lenox St.,Lafayette Square at Mass Ave / Main St / Columbia St,Boston,Cambridge
July-13,75,Male,Harvard Square at Brattle St / Eliot St,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,Cambridge
July-13,24,Female,Ruggles Station / Columbus Ave.,Seaport Square - Seaport Blvd. at Boston Wharf,Boston,Boston
July-13,139,Male,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Davis Square,Boston,Somerville
July-13,113,,TD Garden - Causeway at Portal Park #1,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,88,Male,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Inman Square at Vellucci Plaza / Hampshire St,Boston,Cambridge
July-13,81,Male,Boylston at Fairfield,Boylston St / Washington St,Boston,Boston
July-13,98,Male,The Esplanade - Beacon St. at Arlington St.,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,24,Male,South Station - 700 Atlantic Ave.,Seaport Square - Seaport Blvd. at Boston Wharf,Boston,Boston
July-13,127,,Boston Public Library - 700 Boylston St.,JFK Crossing at Harvard St. / Thorndike St.,Boston,Brookline
July-13,111,Male,Congress / Sleeper,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,128,Male,Beacon St / Mass Ave,Kendall T at Main St,Boston,Cambridge
July-13,45,Male,Yawkey Way at Boylston St.,Yawkey Way at Boylston St.,Boston,Boston
July-13,5,Male,Yawkey Way at Boylston St.,Northeastern U / North Parking Lot,Boston,Boston
July-13,44,,Cambridge St. at Joy St.,Faneuil Hall - Union St. at North St.,Boston,Boston
July-13,36,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Boston Public Library - 700 Boylston St.,Cambridge,Boston
July-13,53,Male,MIT Stata Center at Vassar St / Main St,Beacon St / Mass Ave,Cambridge,Boston
July-13,50,Male,Franklin St. / Arch St.,Boylston St / Berkeley St,Boston,Boston
July-13,68,Female,Kenmore Sq / Comm Ave,Central Square at Mass Ave / Essex St,Boston,Cambridge
July-13,79,Male,One Kendall Square at Hampshire St / Portland St,Beacon St at Washington / Kirkland,Cambridge,Somerville
July-13,55,,Brookline Village - Station Street @ MBTA,Boylston / Mass Ave,Brookline,Boston
July-13,36,Female,Faneuil Hall - Union St. at North St.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,36,Male,MIT at Mass Ave / Amherst St,Boston Public Library - 700 Boylston St.,Cambridge,Boston
July-13,88,Male,Lower Cambridgeport at Magazine St/Riverside Rd,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,Cambridge
July-13,53,Male,MIT Stata Center at Vassar St / Main St,Beacon St / Mass Ave,Cambridge,Boston
July-13,16,,Christian Science Plaza,Back Bay / South End Station,Boston,Boston
July-13,43,Female,Boylston St / Berkeley St,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,68,Female,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Central Square at Mass Ave / Essex St,Boston,Cambridge
July-13,131,,Agganis Arena - 925 Comm Ave.,Lower Cambridgeport at Magazine St/Riverside Rd,Boston,Cambridge
July-13,74,Male,Harvard Kennedy School at Bennett St / Eliot St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,16,,Christian Science Plaza,Back Bay / South End Station,Boston,Boston
July-13,133,Male,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,Cambridge,Cambridge
July-13,30,Female,Landmark Centre,Brigham Cir / Huntington Ave,Boston,Boston
July-13,40,Female,Congress / Sleeper,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,44,,Cambridge St. at Joy St.,Faneuil Hall - Union St. at North St.,Boston,Boston
July-13,45,Male,Boylston / Mass Ave,Yawkey Way at Boylston St.,Boston,Boston
July-13,113,,B.U. Central - 725 Comm. Ave.,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,19,Female,Northeastern U / North Parking Lot,Buswell Park,Boston,Boston
July-13,79,Female,One Kendall Square at Hampshire St / Portland St,Beacon St at Washington / Kirkland,Cambridge,Somerville
July-13,103,Male,Longwood Ave/Riverway,Boylston at Fairfield,Boston,Boston
July-13,33,Male,MIT at Mass Ave / Amherst St,Kenmore Sq / Comm Ave,Cambridge,Boston
July-13,111,Male,Aquarium Station - 200 Atlantic Ave.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,46,Male,Franklin St. / Arch St.,Christian Science Plaza,Boston,Boston
July-13,111,Male,South Station - 700 Atlantic Ave.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,33,Male,One Kendall Square at Hampshire St / Portland St,Kenmore Sq / Comm Ave,Cambridge,Boston
July-13,17,,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Harvard University Housing - 111 Western Ave. at Soldiers Field Park,Boston,Boston
July-13,86,Female,Newbury St / Hereford St,Brookline Village - Station Street @ MBTA,Boston,Brookline
July-13,111,Male,Congress / Sleeper,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,131,,Agganis Arena - 925 Comm Ave.,Lower Cambridgeport at Magazine St/Riverside Rd,Boston,Cambridge
July-13,137,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Porter Square Station,Cambridge,Cambridge
July-13,69,Male,Christian Science Plaza,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,22,Male,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,South Station - 700 Atlantic Ave.,Cambridge,Boston
July-13,111,Male,Boylston / Mass Ave,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,6,Male,South Station - 700 Atlantic Ave.,Cambridge St. at Joy St.,Boston,Boston
July-13,5,Male,Buswell Park,Northeastern U / North Parking Lot,Boston,Boston
July-13,22,Male,Boylston St. at Arlington St.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,111,Male,Fan Pier,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,36,Female,Tremont St / West St,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,111,Male,Seaport Square - Seaport Blvd. at Boston Wharf,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,63,Female,South Station - 700 Atlantic Ave.,Dorchester Ave. at Gillette Park,Boston,Boston
July-13,95,Male,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Cambridge St - at Columbia St / Webster Ave,Boston,Cambridge
July-13,138,Male,Porter Square Station,Wilson Square,Cambridge,Somerville
July-13,113,Female,Charles Circle - Charles St. at Cambridge St.,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,127,Female,Wilson Square,JFK Crossing at Harvard St. / Thorndike St.,Somerville,Brookline
July-13,25,Male,Kenmore Sq / Comm Ave,Tremont St / W Newton St,Boston,Boston
July-13,39,Male,Newbury St / Hereford St,Washington St. at Rutland St.,Boston,Boston
July-13,114,Male,Franklin St. / Arch St.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,113,Male,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Charles Circle - Charles St. at Cambridge St.,Cambridge,Boston
July-13,102,Male,Boston Medical Center -  East Concord at Harrison Ave,Boston Medical Center -  East Concord at Harrison Ave,Boston,Boston
July-13,91,Female,Lafayette Square at Mass Ave / Main St / Columbia St,One Kendall Square at Hampshire St / Portland St,Cambridge,Cambridge
July-13,12,,Boston Medical Center -  East Concord at Harrison Ave,Ruggles Station / Columbus Ave.,Boston,Boston
July-13,81,Male,Congress / Sleeper,Boylston St / Washington St,Boston,Boston
July-13,6,Female,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Cambridge St. at Joy St.,Boston,Boston
July-13,43,Male,Cambridge St. at Joy St.,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,33,Male,Boston Medical Center -  East Concord at Harrison Ave,Kenmore Sq / Comm Ave,Boston,Boston
July-13,90,,Post Office Square,Lechmere Station at Cambridge St / First St,Boston,Cambridge
July-13,21,Female,Brookline Village - Station Street @ MBTA,Prudential Center / Belvidere,Brookline,Boston
July-13,66,Male,Mayor Thomas M. Menino - Government Center,Allston Green District - Commonwealth Ave & Griggs St,Boston,Boston
July-13,9,,Northeastern U / North Parking Lot,Agganis Arena - 925 Comm Ave.,Boston,Boston
July-13,134,Female,Harvard Kennedy School at Bennett St / Eliot St,Mass Ave / Linear Park,Cambridge,Cambridge
July-13,88,Female,Lafayette Square at Mass Ave / Main St / Columbia St,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,Cambridge
July-13,111,Male,South Station - 700 Atlantic Ave.,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,70,,Harvard Kennedy School at Bennett St / Eliot St,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,Cambridge
July-13,139,Male,Christian Science Plaza,Davis Square,Boston,Somerville
July-13,66,Male,One Kendall Square at Hampshire St / Portland St,Allston Green District - Commonwealth Ave & Griggs St,Cambridge,Boston
July-13,16,Male,Lechmere Station at Cambridge St / First St,Back Bay / South End Station,Cambridge,Boston
July-13,57,Male,South Station - 700 Atlantic Ave.,Columbus Ave. at Mass. Ave.,Boston,Boston
July-13,81,Male,The Esplanade - Beacon St. at Arlington St.,Boylston St / Washington St,Boston,Boston
July-13,55,Male,Congress / Sleeper,Boylston / Mass Ave,Boston,Boston
July-13,114,Male,Congress / Sleeper,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,22,Male,Boylston St. at Arlington St.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,86,,One Broadway / Kendall Sq at Main St / 3rd St,Brookline Village - Station Street @ MBTA,Cambridge,Brookline
July-13,48,Female,Cambridge St - at Columbia St / Webster Ave,Post Office Square,Cambridge,Boston
July-13,70,,Harvard Kennedy School at Bennett St / Eliot St,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,Cambridge
July-13,5,Male,Allston Green District - Commonwealth Ave & Griggs St,Northeastern U / North Parking Lot,Boston,Boston
July-13,44,Male,Boylston St. at Arlington St.,Faneuil Hall - Union St. at North St.,Boston,Boston
July-13,70,,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,Cambridge
July-13,43,Male,Franklin St. / Arch St.,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,114,Female,The Esplanade - Beacon St. at Arlington St.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,4,Male,Post Office Square,Tremont St. at Berkeley St.,Boston,Boston
July-13,114,Male,Fan Pier,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,30,Male,Back Bay / South End Station,Brigham Cir / Huntington Ave,Boston,Boston
July-13,30,Male,Boylston at Fairfield,Brigham Cir / Huntington Ave,Boston,Boston
July-13,81,Male,Landmark Centre,Boylston St / Washington St,Boston,Boston
July-13,43,Male,Mayor Thomas M. Menino - Government Center,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,4,Male,Tremont St / West St,Tremont St. at Berkeley St.,Boston,Boston
July-13,40,Male,Aquarium Station - 200 Atlantic Ave.,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,114,Male,Lechmere Station at Cambridge St / First St,TD Garden - Causeway at Portal Park #1,Cambridge,Boston
July-13,95,Male,One Kendall Square at Hampshire St / Portland St,Cambridge St - at Columbia St / Webster Ave,Cambridge,Cambridge
July-13,67,Male,MIT Stata Center at Vassar St / Main St,MIT at Mass Ave / Amherst St,Cambridge,Cambridge
July-13,91,Female,Inman Square at Vellucci Plaza / Hampshire St,One Kendall Square at Hampshire St / Portland St,Cambridge,Cambridge
