start_date,end_statn,gender,start_station_name,end_station_name,start_stn_municipality,end_stn_municipality
July-13,128,Male,Packard's Corner - Comm. Ave. at Brighton Ave.,Kendall T at Main St,Boston,Cambridge
July-13,81,Male,South Station - 700 Atlantic Ave.,Boylston St / Washington St,Boston,Boston
July-13,75,Male,Colleges of the Fenway,Lafayette Square at Mass Ave / Main St / Columbia St,Boston,Cambridge
July-13,76,Female,Landmark Centre,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Boston,Cambridge
July-13,69,Male,MIT at Mass Ave / Amherst St,Coolidge Corner - Beacon St @ Centre St,Cambridge,Brookline
July-13,67,Male,Kendall T at Main St,MIT at Mass Ave / Amherst St,Cambridge,Cambridge
July-13,40,Male,Dorchester Ave. at Gillette Park,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,103,Male,Tremont St / W Newton St,Boylston at Fairfield,Boston,Boston
July-13,98,,TD Garden - Causeway at Portal Park #1,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,70,,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,Cambridge
July-13,59,Male,Cambridge St. at Joy St.,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston,Boston
July-13,14,Male,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Cambridge,Boston
July-13,98,,TD Garden - Causeway at Portal Park #1,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,52,Male,Tremont St / West St,Newbury St / Hereford St,Boston,Boston
July-13,70,,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,Harvard Kennedy School at Bennett St / Eliot St,Cambridge,Cambridge
July-13,20,Male,Seaport Hotel,Aquarium Station - 200 Atlantic Ave.,Boston,Boston
July-13,68,Male,Boylston St. at Arlington St.,Central Square at Mass Ave / Essex St,Boston,Cambridge
July-13,102,Male,Boylston St. at Arlington St.,Boston Medical Center -  East Concord at Harrison Ave,Boston,Boston
July-13,79,Male,Longwood Ave / Binney St,Beacon St at Washington / Kirkland,Boston,Somerville
July-13,10,Male,South Station - 700 Atlantic Ave.,B.U. Central - 725 Comm. Ave.,Boston,Boston
July-13,89,Male,Union Square - Brighton Ave. at Cambridge St.,Harvard Law School at Mass Ave / Jarvis St,Boston,Cambridge
July-13,84,,Kenmore Sq / Comm Ave,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Boston,Cambridge
July-13,114,Male,Boylston at Fairfield,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,67,Male,One Kendall Square at Hampshire St / Portland St,MIT at Mass Ave / Amherst St,Cambridge,Cambridge
July-13,53,Female,The Esplanade - Beacon St. at Arlington St.,Beacon St / Mass Ave,Boston,Boston
July-13,105,Female,Prudential Center / Belvidere,Mt Pleasant Ave / Dudley Town Common,Boston,Boston
July-13,16,Male,Stuart St. at Charles St.,Back Bay / South End Station,Boston,Boston
July-13,26,Male,Boylston St / Washington St,Washington St. at Waltham St.,Boston,Boston
July-13,22,Male,Prudential Center / Belvidere,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,103,,South Station - 700 Atlantic Ave.,Boylston at Fairfield,Boston,Boston
July-13,126,Female,Boston Public Library - 700 Boylston St.,Washington Square at Washington St. / Beacon St.,Boston,Brookline
July-13,59,Male,Mayor Thomas M. Menino - Government Center,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston,Boston
July-13,73,Male,Innovation Lab - 125 Western Ave. at Batten Way,Harvard Square at Brattle St / Eliot St,Boston,Cambridge
July-13,4,Male,Kendall T at Main St,Tremont St. at Berkeley St.,Cambridge,Boston
July-13,14,Male,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Cambridge,Boston
July-13,9,Male,Boston Public Library - 700 Boylston St.,Agganis Arena - 925 Comm Ave.,Boston,Boston
July-13,53,Female,Charles Circle - Charles St. at Cambridge St.,Beacon St / Mass Ave,Boston,Boston
July-13,16,,Prudential Center / Belvidere,Back Bay / South End Station,Boston,Boston
July-13,57,,South Bay Plaza,Columbus Ave. at Mass. Ave.,Boston,Boston
July-13,45,Male,Back Bay / South End Station,Yawkey Way at Boylston St.,Boston,Boston
July-13,45,,Boylston at Fairfield,Yawkey Way at Boylston St.,Boston,Boston
July-13,69,Female,Washington Square at Washington St. / Beacon St.,Coolidge Corner - Beacon St @ Centre St,Brookline,Brookline
July-13,16,Male,Mayor Thomas M. Menino - Government Center,Back Bay / South End Station,Boston,Boston
July-13,89,,Mayor Thomas M. Menino - Government Center,Harvard Law School at Mass Ave / Jarvis St,Boston,Cambridge
July-13,104,Male,Dorchester Ave. at Gillette Park,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,Boston
July-13,26,,South Bay Plaza,Washington St. at Waltham St.,Boston,Boston
July-13,20,Male,South Station - 700 Atlantic Ave.,Aquarium Station - 200 Atlantic Ave.,Boston,Boston
July-13,45,,Boylston at Fairfield,Yawkey Way at Boylston St.,Boston,Boston
July-13,40,Male,Congress / Sleeper,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,78,Male,Mayor Thomas M. Menino - Government Center,Union Square - Somerville,Boston,Somerville
July-13,42,Male,Aquarium Station - 200 Atlantic Ave.,Boylston St. at Arlington St.,Boston,Boston
July-13,63,Male,South Station - 700 Atlantic Ave.,Dorchester Ave. at Gillette Park,Boston,Boston
July-13,6,Male,Cambridge St. at Joy St.,Cambridge St. at Joy St.,Boston,Boston
July-13,40,Male,Boston Public Library - 700 Boylston St.,Lewis Wharf - Atlantic Ave.,Boston,Boston
July-13,6,Male,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge St. at Joy St.,Cambridge,Boston
July-13,96,Male,Kendall T at Main St,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,Cambridge
July-13,114,Female,Kendall T at Main St,TD Garden - Causeway at Portal Park #1,Cambridge,Boston
July-13,11,Female,Kenmore Sq / Comm Ave,Longwood Ave / Binney St,Boston,Boston
July-13,58,Male,Charles Circle - Charles St. at Cambridge St.,The Esplanade - Beacon St. at Arlington St.,Boston,Boston
July-13,96,Male,Kendall T at Main St,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,Cambridge
July-13,53,Male,Chinatown Gate Plaza - Surface Rd. at Beach St.,Beacon St / Mass Ave,Boston,Boston
July-13,70,Male,Cambridge St. at Joy St.,Harvard Kennedy School at Bennett St / Eliot St,Boston,Cambridge
July-13,36,,Lafayette Square at Mass Ave / Main St / Columbia St,Boston Public Library - 700 Boylston St.,Cambridge,Boston
July-13,53,Male,MIT at Mass Ave / Amherst St,Beacon St / Mass Ave,Cambridge,Boston
July-13,59,Male,Mayor Thomas M. Menino - Government Center,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston,Boston
July-13,68,Male,One Broadway / Kendall Sq at Main St / 3rd St,Central Square at Mass Ave / Essex St,Cambridge,Cambridge
July-13,134,Male,Kendall T at Main St,Mass Ave / Linear Park,Cambridge,Cambridge
July-13,58,Male,Washington St. at Rutland St.,The Esplanade - Beacon St. at Arlington St.,Boston,Boston
July-13,90,Male,Mayor Thomas M. Menino - Government Center,Lechmere Station at Cambridge St / First St,Boston,Cambridge
July-13,113,,Lechmere Station at Cambridge St / First St,Charles Circle - Charles St. at Cambridge St.,Cambridge,Boston
July-13,52,Male,Lewis Wharf - Atlantic Ave.,Newbury St / Hereford St,Boston,Boston
July-13,75,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,Cambridge
July-13,113,,Lechmere Station at Cambridge St / First St,Charles Circle - Charles St. at Cambridge St.,Cambridge,Boston
July-13,69,,Longwood Ave / Binney St,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,96,Male,Aquarium Station - 200 Atlantic Ave.,Cambridge Main Library at Broadway / Trowbridge St,Boston,Cambridge
July-13,22,Female,Fan Pier,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,114,,Rowes Wharf - Atlantic Ave,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,111,Male,Inman Square at Vellucci Plaza / Hampshire St,TD Garden - Causeway at Portal Park #2,Cambridge,Boston
July-13,3,Female,Beacon St / Mass Ave,Colleges of the Fenway,Boston,Boston
July-13,102,Male,Kendall T at Main St,Boston Medical Center -  East Concord at Harrison Ave,Cambridge,Boston
July-13,45,,Stuart St. at Charles St.,Yawkey Way at Boylston St.,Boston,Boston
July-13,39,Male,South Station - 700 Atlantic Ave.,Washington St. at Rutland St.,Boston,Boston
July-13,79,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Beacon St at Washington / Kirkland,Cambridge,Somerville
July-13,81,Male,One Broadway / Kendall Sq at Main St / 3rd St,Boylston St / Washington St,Cambridge,Boston
July-13,32,Male,Cambridge St. at Joy St.,Landmark Centre,Boston,Boston
July-13,25,Male,Boston Public Library - 700 Boylston St.,Tremont St / W Newton St,Boston,Boston
July-13,94,,Post Office Square,Charlestown - Main St at Austin St,Boston,Boston
July-13,74,Female,Kendall T at Main St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,90,Male,Harvard Real Estate - Brighton Mills - 370 Western Ave,Lechmere Station at Cambridge St / First St,Boston,Cambridge
July-13,71,Male,Harvard Square at Mass Ave/ Dunster,Conway Park - Somerville Avenue,Cambridge,Somerville
July-13,36,Female,MIT at Mass Ave / Amherst St,Boston Public Library - 700 Boylston St.,Cambridge,Boston
July-13,130,Male,Union Square - Somerville,Harvard University Gund Hall at Quincy St / Kirkland S,Somerville,Cambridge
July-13,6,Male,Lewis Wharf - Atlantic Ave.,Cambridge St. at Joy St.,Boston,Boston
July-13,72,Male,Boylston St / Washington St,One Broadway / Kendall Sq at Main St / 3rd St,Boston,Cambridge
July-13,4,Male,Prudential Center / Belvidere,Tremont St. at Berkeley St.,Boston,Boston
July-13,103,Female,Post Office Square,Boylston at Fairfield,Boston,Boston
July-13,69,Male,Boylston St. at Arlington St.,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,32,Male,South Station - 700 Atlantic Ave.,Landmark Centre,Boston,Boston
July-13,81,Female,Boylston at Fairfield,Boylston St / Washington St,Boston,Boston
July-13,47,,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Cross St. at Hanover St.,Boston,Boston
July-13,131,Female,Kendall T at Main St,Lower Cambridgeport at Magazine St/Riverside Rd,Cambridge,Cambridge
July-13,46,Male,Beacon St / Mass Ave,Christian Science Plaza,Boston,Boston
July-13,135,Female,Harvard Law School at Mass Ave / Jarvis St,359 Broadway - Broadway at Fayette Street,Cambridge,Cambridge
July-13,53,Male,Packard's Corner - Comm. Ave. at Brighton Ave.,Beacon St / Mass Ave,Boston,Boston
July-13,115,Male,TD Garden - Causeway at Portal Park #1,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,Boston,Boston
July-13,45,Male,Kendall T at Main St,Yawkey Way at Boylston St.,Cambridge,Boston
July-13,49,Male,Yawkey Way at Boylston St.,Stuart St. at Charles St.,Boston,Boston
July-13,91,Female,Lafayette Square at Mass Ave / Main St / Columbia St,One Kendall Square at Hampshire St / Portland St,Cambridge,Cambridge
July-13,33,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Kenmore Sq / Comm Ave,Cambridge,Boston
July-13,80,Male,One Broadway / Kendall Sq at Main St / 3rd St,MIT Stata Center at Vassar St / Main St,Cambridge,Cambridge
July-13,52,Male,Boston Public Library - 700 Boylston St.,Newbury St / Hereford St,Boston,Boston
July-13,22,Male,Boston Public Library - 700 Boylston St.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,138,Male,Lechmere Station at Cambridge St / First St,Wilson Square,Cambridge,Somerville
July-13,104,Female,Post Office Square,Andrew Station - Dorchester Ave at Humboldt Pl,Boston,Boston
July-13,137,Male,Lechmere Station at Cambridge St / First St,Porter Square Station,Cambridge,Cambridge
July-13,36,Female,Kendall T at Main St,Boston Public Library - 700 Boylston St.,Cambridge,Boston
July-13,52,,TD Garden - Causeway at Portal Park #2,Newbury St / Hereford St,Boston,Boston
July-13,6,,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Cambridge St. at Joy St.,Boston,Boston
July-13,69,Male,Landmark Centre,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,26,Male,Columbus Ave. at Mass. Ave.,Washington St. at Waltham St.,Boston,Boston
July-13,8,Male,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Union Square - Brighton Ave. at Cambridge St.,Boston,Boston
July-13,103,Male,Rowes Wharf - Atlantic Ave,Boylston at Fairfield,Boston,Boston
July-13,91,,Davis Square,One Kendall Square at Hampshire St / Portland St,Somerville,Cambridge
July-13,57,Male,Brigham Cir / Huntington Ave,Columbus Ave. at Mass. Ave.,Boston,Boston
July-13,3,Female,Beacon St / Mass Ave,Colleges of the Fenway,Boston,Boston
July-13,52,,TD Garden - Causeway at Portal Park #2,Newbury St / Hereford St,Boston,Boston
July-13,20,Male,Lewis Wharf - Atlantic Ave.,Aquarium Station - 200 Atlantic Ave.,Boston,Boston
July-13,54,Male,Charles Circle - Charles St. at Cambridge St.,Tremont St / West St,Boston,Boston
July-13,49,Female,Tremont St / W Newton St,Stuart St. at Charles St.,Boston,Boston
July-13,25,Male,Charles Circle - Charles St. at Cambridge St.,Tremont St / W Newton St,Boston,Boston
July-13,52,,TD Garden - Causeway at Portal Park #2,Newbury St / Hereford St,Boston,Boston
July-13,27,,Roxbury Crossing Station,Roxbury Crossing Station,Boston,Boston
July-13,142,,Union Square - Somerville,Packard Ave / Powderhouse Blvd,Somerville,Somerville
July-13,7,,TD Garden - Causeway at Portal Park #1,Fan Pier,Boston,Boston
July-13,53,Female,Mayor Thomas M. Menino - Government Center,Beacon St / Mass Ave,Boston,Boston
July-13,53,Male,Boylston St. at Arlington St.,Beacon St / Mass Ave,Boston,Boston
July-13,91,Male,Central Square at Mass Ave / Essex St,One Kendall Square at Hampshire St / Portland St,Cambridge,Cambridge
July-13,113,,Landmark Centre,Charles Circle - Charles St. at Cambridge St.,Boston,Boston
July-13,10,Male,Coolidge Corner - Beacon St @ Centre St,B.U. Central - 725 Comm. Ave.,Brookline,Boston
July-13,10,Female,South Station - 700 Atlantic Ave.,B.U. Central - 725 Comm. Ave.,Boston,Boston
July-13,69,Female,MIT Stata Center at Vassar St / Main St,Coolidge Corner - Beacon St @ Centre St,Cambridge,Brookline
July-13,88,Female,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,Cambridge
July-13,68,Male,One Broadway / Kendall Sq at Main St / 3rd St,Central Square at Mass Ave / Essex St,Cambridge,Cambridge
July-13,43,Female,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Rowes Wharf - Atlantic Ave,Cambridge,Boston
July-13,96,Female,Lechmere Station at Cambridge St / First St,Cambridge Main Library at Broadway / Trowbridge St,Cambridge,Cambridge
July-13,25,Male,One Broadway / Kendall Sq at Main St / 3rd St,Tremont St / W Newton St,Cambridge,Boston
July-13,110,Male,Brigham Cir / Huntington Ave,New Balance - Guest St. at Life St.,Boston,Boston
July-13,22,Male,Boylston St. at Arlington St.,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,26,Male,Dorchester Ave. at Gillette Park,Washington St. at Waltham St.,Boston,Boston
July-13,79,Male,One Broadway / Kendall Sq at Main St / 3rd St,Beacon St at Washington / Kirkland,Cambridge,Somerville
July-13,46,Female,Newbury St / Hereford St,Christian Science Plaza,Boston,Boston
July-13,114,Male,Newbury St / Hereford St,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,42,Female,HMS / HSPH - Ave. Louis Pasteur at Longwood Ave.,Boylston St. at Arlington St.,Boston,Boston
July-13,53,Male,Charles Circle - Charles St. at Cambridge St.,Beacon St / Mass Ave,Boston,Boston
July-13,84,Male,One Broadway / Kendall Sq at Main St / 3rd St,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Cambridge,Cambridge
July-13,76,Male,Harvard Square at Brattle St / Eliot St,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Cambridge,Cambridge
July-13,69,Female,Buswell Park,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,25,Male,South Station - 700 Atlantic Ave.,Tremont St / W Newton St,Boston,Boston
July-13,26,Male,Post Office Square,Washington St. at Waltham St.,Boston,Boston
July-13,33,Male,Cambridge St. at Joy St.,Kenmore Sq / Comm Ave,Boston,Boston
July-13,98,Male,One Broadway / Kendall Sq at Main St / 3rd St,Charlestown - Warren St at Chelsea St,Cambridge,Boston
July-13,30,,Ruggles Station / Columbus Ave.,Brigham Cir / Huntington Ave,Boston,Boston
July-13,86,Female,Landmark Centre,Brookline Village - Station Street @ MBTA,Boston,Brookline
July-13,144,Male,Davis Square,Teele Square at 239 Holland St,Somerville,Somerville
July-13,138,Female,Inman Square at Vellucci Plaza / Hampshire St,Wilson Square,Cambridge,Somerville
July-13,69,Male,Lewis Wharf - Atlantic Ave.,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,42,Male,South Station - 700 Atlantic Ave.,Boylston St. at Arlington St.,Boston,Boston
July-13,42,Male,Post Office Square,Boylston St. at Arlington St.,Boston,Boston
July-13,67,Male,Central Square at Mass Ave / Essex St,MIT at Mass Ave / Amherst St,Cambridge,Cambridge
July-13,31,Female,TD Garden - Causeway at Portal Park #2,Seaport Hotel,Boston,Boston
July-13,21,Female,Lafayette Square at Mass Ave / Main St / Columbia St,Prudential Center / Belvidere,Cambridge,Boston
July-13,128,Male,Cambridge Main Library at Broadway / Trowbridge St,Kendall T at Main St,Cambridge,Cambridge
July-13,77,Male,Lechmere Station at Cambridge St / First St,Somerville City Hall,Cambridge,Somerville
July-13,76,Male,Boston Public Library - 700 Boylston St.,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Boston,Cambridge
July-13,68,Male,Boston Medical Center -  East Concord at Harrison Ave,Central Square at Mass Ave / Essex St,Boston,Cambridge
July-13,138,Male,Porter Square Station,Wilson Square,Cambridge,Somerville
July-13,103,Male,Post Office Square,Boylston at Fairfield,Boston,Boston
July-13,98,Female,Boston Public Library - 700 Boylston St.,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,98,,Yawkey Way at Boylston St.,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,92,Male,University of Massachusetts Boston,University of Massachusetts Boston,Boston,Boston
July-13,39,Male,Harvard University River Houses / Plympton St at Memorial Drive,Washington St. at Rutland St.,Cambridge,Boston
July-13,47,Male,Boylston St. at Arlington St.,Cross St. at Hanover St.,Boston,Boston
July-13,16,Female,Lafayette Square at Mass Ave / Main St / Columbia St,Back Bay / South End Station,Cambridge,Boston
July-13,44,Male,Rowes Wharf - Atlantic Ave,Faneuil Hall - Union St. at North St.,Boston,Boston
July-13,52,Male,Boston Public Library - 700 Boylston St.,Newbury St / Hereford St,Boston,Boston
July-13,49,Male,Christian Science Plaza,Stuart St. at Charles St.,Boston,Boston
July-13,47,Male,Lechmere Station at Cambridge St / First St,Cross St. at Hanover St.,Cambridge,Boston
July-13,74,,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,42,Male,South Station - 700 Atlantic Ave.,Boylston St. at Arlington St.,Boston,Boston
July-13,111,Male,Post Office Square,TD Garden - Causeway at Portal Park #2,Boston,Boston
July-13,46,Male,One Kendall Square at Hampshire St / Portland St,Christian Science Plaza,Cambridge,Boston
July-13,98,,Yawkey Way at Boylston St.,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,74,,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Harvard Square at Mass Ave/ Dunster,Cambridge,Cambridge
July-13,26,Female,Back Bay / South End Station,Washington St. at Waltham St.,Boston,Boston
July-13,114,Male,Cambridge St - at Columbia St / Webster Ave,TD Garden - Causeway at Portal Park #1,Cambridge,Boston
July-13,21,Male,South Station - 700 Atlantic Ave.,Prudential Center / Belvidere,Boston,Boston
July-13,79,Male,Kenmore Sq / Comm Ave,Beacon St at Washington / Kirkland,Boston,Somerville
July-13,5,,Yawkey Way at Boylston St.,Northeastern U / North Parking Lot,Boston,Boston
July-13,49,Male,South Station - 700 Atlantic Ave.,Stuart St. at Charles St.,Boston,Boston
July-13,89,Male,Yawkey Way at Boylston St.,Harvard Law School at Mass Ave / Jarvis St,Boston,Cambridge
July-13,55,,Agganis Arena - 925 Comm Ave.,Boylston / Mass Ave,Boston,Boston
July-13,114,Male,South Station - 700 Atlantic Ave.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,53,Male,Northeastern U / North Parking Lot,Beacon St / Mass Ave,Boston,Boston
July-13,32,Male,Longwood Ave/Riverway,Landmark Centre,Boston,Boston
July-13,5,,Yawkey Way at Boylston St.,Northeastern U / North Parking Lot,Boston,Boston
July-13,127,Male,Harvard Square at Mass Ave/ Dunster,JFK Crossing at Harvard St. / Thorndike St.,Cambridge,Brookline
July-13,88,,Harvard Square at Mass Ave/ Dunster,Inman Square at Vellucci Plaza / Hampshire St,Cambridge,Cambridge
July-13,128,Male,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Kendall T at Main St,Cambridge,Cambridge
July-13,137,,Porter Square Station,Porter Square Station,Cambridge,Cambridge
July-13,72,Male,Boylston St. at Arlington St.,One Broadway / Kendall Sq at Main St / 3rd St,Boston,Cambridge
July-13,67,Female,Ruggles Station / Columbus Ave.,MIT at Mass Ave / Amherst St,Boston,Cambridge
July-13,25,Male,Congress / Sleeper,Tremont St / W Newton St,Boston,Boston
July-13,46,Male,Boston Medical Center -  East Concord at Harrison Ave,Christian Science Plaza,Boston,Boston
July-13,45,Male,Prudential Center / Belvidere,Yawkey Way at Boylston St.,Boston,Boston
July-13,19,,B.U. Central - 725 Comm. Ave.,Buswell Park,Boston,Boston
July-13,103,Male,One Kendall Square at Hampshire St / Portland St,Boylston at Fairfield,Cambridge,Boston
July-13,63,Male,Lechmere Station at Cambridge St / First St,Dorchester Ave. at Gillette Park,Cambridge,Boston
July-13,53,Male,Boylston St. at Arlington St.,Beacon St / Mass Ave,Boston,Boston
July-13,128,Male,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,Kendall T at Main St,Cambridge,Cambridge
July-13,45,Male,Boylston / Mass Ave,Yawkey Way at Boylston St.,Boston,Boston
July-13,67,Male,Beacon St / Mass Ave,MIT at Mass Ave / Amherst St,Boston,Cambridge
July-13,140,Male,Harvard Law School at Mass Ave / Jarvis St,Ball Square,Cambridge,Somerville
July-13,102,Female,Chinatown Gate Plaza - Surface Rd. at Beach St.,Boston Medical Center -  East Concord at Harrison Ave,Boston,Boston
July-13,75,Male,Harvard University Gund Hall at Quincy St / Kirkland S,Lafayette Square at Mass Ave / Main St / Columbia St,Cambridge,Cambridge
July-13,52,,Congress / Sleeper,Newbury St / Hereford St,Boston,Boston
July-13,86,,Boylston St. at Arlington St.,Brookline Village - Station Street @ MBTA,Boston,Brookline
July-13,43,Male,Back Bay / South End Station,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,51,Female,Ruggles Station / Columbus Ave.,Washington St. at Lenox St.,Boston,Boston
July-13,36,Male,Lewis Wharf - Atlantic Ave.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,77,Male,Post Office Square,Somerville City Hall,Boston,Somerville
July-13,26,Male,Christian Science Plaza,Washington St. at Waltham St.,Boston,Boston
July-13,16,Male,Innovation Lab - 125 Western Ave. at Batten Way,Back Bay / South End Station,Boston,Boston
July-13,102,Male,Landmark Centre,Boston Medical Center -  East Concord at Harrison Ave,Boston,Boston
July-13,139,Male,Harvard Kennedy School at Bennett St / Eliot St,Davis Square,Cambridge,Somerville
July-13,126,Female,Coolidge Corner - Beacon St @ Centre St,Washington Square at Washington St. / Beacon St.,Brookline,Brookline
July-13,19,,The Esplanade - Beacon St. at Arlington St.,Buswell Park,Boston,Boston
July-13,46,Male,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,Christian Science Plaza,Cambridge,Boston
July-13,26,Male,Washington St. at Waltham St.,Washington St. at Waltham St.,Boston,Boston
July-13,68,,Union Square - Somerville,Central Square at Mass Ave / Essex St,Somerville,Cambridge
July-13,43,Male,Boylston St. at Arlington St.,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,144,Male,Harvard Law School at Mass Ave / Jarvis St,Teele Square at 239 Holland St,Cambridge,Somerville
July-13,6,Male,Post Office Square,Cambridge St. at Joy St.,Boston,Boston
July-13,135,Female,New Balance - Guest St. at Life St.,359 Broadway - Broadway at Fayette Street,Boston,Cambridge
July-13,114,Male,Boylston St. at Arlington St.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,128,Female,Lower Cambridgeport at Magazine St/Riverside Rd,Kendall T at Main St,Cambridge,Cambridge
July-13,54,Male,Tremont St. at Berkeley St.,Tremont St / West St,Boston,Boston
July-13,9,Female,Kenmore Sq / Comm Ave,Agganis Arena - 925 Comm Ave.,Boston,Boston
July-13,57,Male,Boylston St. at Arlington St.,Columbus Ave. at Mass. Ave.,Boston,Boston
July-13,16,Male,South Station - 700 Atlantic Ave.,Back Bay / South End Station,Boston,Boston
July-13,43,Male,Boylston St. at Arlington St.,Rowes Wharf - Atlantic Ave,Boston,Boston
July-13,57,Male,Central Square at Mass Ave / Essex St,Columbus Ave. at Mass. Ave.,Cambridge,Boston
July-13,36,,South Station - 700 Atlantic Ave.,Boston Public Library - 700 Boylston St.,Boston,Boston
July-13,25,Male,Lafayette Square at Mass Ave / Main St / Columbia St,Tremont St / W Newton St,Cambridge,Boston
July-13,69,Male,Boston Public Library - 700 Boylston St.,Coolidge Corner - Beacon St @ Centre St,Boston,Brookline
July-13,137,Male,Harvard Real Estate - 219 Western Ave. at North Harvard St.,Porter Square Station,Boston,Cambridge
July-13,39,,Chinatown Gate Plaza - Surface Rd. at Beach St.,Washington St. at Rutland St.,Boston,Boston
July-13,72,,Lafayette Square at Mass Ave / Main St / Columbia St,One Broadway / Kendall Sq at Main St / 3rd St,Cambridge,Cambridge
July-13,22,Male,Dorchester Ave. at Gillette Park,South Station - 700 Atlantic Ave.,Boston,Boston
July-13,114,Male,Aquarium Station - 200 Atlantic Ave.,TD Garden - Causeway at Portal Park #1,Boston,Boston
July-13,126,Female,Tremont St / West St,Washington Square at Washington St. / Beacon St.,Boston,Brookline
July-13,78,Male,Congress / Sleeper,Union Square - Somerville,Boston,Somerville
July-13,70,,Boylston / Mass Ave,Harvard Kennedy School at Bennett St / Eliot St,Boston,Cambridge
July-13,46,Male,Boston Public Library - 700 Boylston St.,Christian Science Plaza,Boston,Boston
July-13,94,Female,Congress / Sleeper,Charlestown - Main St at Austin St,Boston,Boston
July-13,54,Male,Chinatown Gate Plaza - Surface Rd. at Beach St.,Tremont St / West St,Boston,Boston
July-13,20,Male,Kendall T at Main St,Aquarium Station - 200 Atlantic Ave.,Cambridge,Boston
July-13,103,Male,MIT at Mass Ave / Amherst St,Boylston at Fairfield,Cambridge,Boston
July-13,70,Male,Boylston / Mass Ave,Harvard Kennedy School at Bennett St / Eliot St,Boston,Cambridge
July-13,18,Male,Harvard University River Houses / Plympton St at Memorial Drive,Harvard Real Estate - 219 Western Ave. at North Harvard St.,Cambridge,Boston
July-13,98,Male,Faneuil Hall - Union St. at North St.,Charlestown - Warren St at Chelsea St,Boston,Boston
July-13,26,Male,Boylston St / Washington St,Washington St. at Waltham St.,Boston,Boston
